date,strategy_cumulative,buy_hold_cumulative
2025-04-04,1.0206802759588296,1.5908423486816838
2025-04-07,1.0325679587563372,1.6093706083800545
2025-04-08,1.0682601136191288,1.6650007531069073
2025-04-09,1.0998727610907868,1.7142725373633587
2025-04-10,1.0998727610907868,1.7517124854256003
2025-04-11,1.0998727610907868,1.7408919462780965
2025-04-14,1.0998727610907868,1.7454362792714917
2025-04-15,1.0998727610907868,1.7972793229196349
2025-04-16,1.0998727610907868,1.7853937684179377
2025-04-17,1.0998727610907868,1.8380053364022435
2025-04-21,1.0998727610907868,1.8251980859841823
2025-04-22,1.0998727610907868,1.7598970263534301
2025-04-23,1.0998727610907868,1.7954341458227623
2025-04-24,1.0998727610907868,1.763688769402598
2025-04-25,1.0998727610907868,1.7932883369721166
2025-04-28,1.0998727610907868,1.7812183206053902
2025-04-29,1.0998727610907868,1.7740304229476171
2025-04-30,1.0998727610907868,1.7100977117864105
2025-05-01,1.0998727610907868,1.7251357414222175
2025-05-02,1.0998727610907868,1.763962155898753
2025-05-05,1.0998727610907868,1.810718270435105
2025-05-06,1.0998727610907868,1.8069928151059667
2025-05-07,1.0998727610907868,1.7621751547329296
2025-05-08,1.1294149040657588,1.8095064754180927
2025-05-09,1.1294149040657588,1.7332245733024
2025-05-12,1.1294149040657588,1.7351128848073025
2025-05-13,1.1294149040657588,1.7054699207703123
2025-05-14,1.1294149040657588,1.7352109496704156
2025-05-15,1.1294149040657588,1.7135043073679674
2025-05-16,1.1294149040657588,1.739887166292399
2025-05-19,1.1294149040657588,1.764933781651571
2025-05-20,1.1294149040657588,1.7839573978476644
2025-05-21,1.1294149040657588,1.7761252582936748
2025-05-22,1.1294149040657588,1.8225309362983069
2025-05-23,1.1294149040657588,1.7706016248194232
2025-05-27,1.1302104858991018,1.7718488710543745
2025-05-28,1.1302104858991018,1.785022219507088
2025-05-29,1.1302104858991018,1.7693369246919377
2025-05-30,1.1302104858991018,1.8167519377912014
2025-06-02,1.1302104858991018,1.8023653930187589
2025-06-03,1.1302104858991018,1.8222376363896502
2025-06-04,1.1302104858991018,1.8140481159184692
2025-06-05,1.1302104858991018,1.7983300743310726
2025-06-06,1.1302104858991018,1.801481458399152
2025-06-09,1.1302104858991018,1.7948128121452225
2025-06-10,1.1302104858991018,1.7928690120870565
2025-06-11,1.1302104858991018,1.8211423415614951
2025-06-12,1.1302104858991018,1.8529638164751436
2025-06-13,1.1302104858991018,1.8461745783117505
2025-06-16,1.1302104858991018,1.8377530017032195
2025-06-17,1.1302104858991018,1.8450119223995918
2025-06-18,1.1302104858991018,1.8378942342505455
2025-06-20,1.1302104858991018,1.8430581063092155
2025-06-23,1.1302104858991018,1.8028940610440989
2025-06-24,1.1302104858991018,1.8012839400936163
2025-06-25,1.1302104858991018,1.8068770789497288
2025-06-26,1.1302104858991018,1.7674545332814597
2025-06-27,1.1302104858991018,1.7742474638823034
2025-06-30,1.1302104858991018,1.802468894087231
2025-07-01,1.1302104858991018,1.8070708509306888
2025-07-02,1.1302104858991018,1.799296196622676
2025-07-03,1.1302104858991018,1.7919063046114758
2025-07-04,1.1302104858991018,1.795466264257766
2025-07-07,1.1302104858991018,1.790134977885886
2025-07-08,1.1302104858991018,1.7887723421658102
2025-07-09,1.1302104858991018,1.791928255784397
2025-07-10,1.1302104858991018,1.8133347294266937
2025-07-11,1.1302104858991018,1.812730210089527
2025-07-14,1.1302104858991018,1.8040803291974175
2025-07-15,1.1302104858991018,1.8169010831829417
